cp,colonia,municipio,estado
"01000","San Ángel","Álvaro Obregón","Ciudad de México"
"01010","Los Alpes","Álvaro Obregón","Ciudad de México"
"01020","Guadalupe Inn","Álvaro Obregón","Ciudad de México"
"01030","Axotla","Álvaro Obregón","Ciudad de México"
"01030","Florida","Álvaro Obregón","Ciudad de México"
"01040","Campestre","Álvaro Obregón","Ciudad de México"
"01049","Tlacopac","Álvaro Obregón","Ciudad de México"
"01050","Ex-Hacienda de Guadalupe Chimalistac","Álvaro Obregón","Ciudad de México"
"01060","Altavista","Álvaro Obregón","Ciudad de México"
"01060","San Ángel Inn","Álvaro Obregón","Ciudad de México"
"01070","Chimalistac","Álvaro Obregón","Ciudad de México"
"01080","Progreso Tizapan","Álvaro Obregón","Ciudad de México"
"01089","Ermita Tizapan","Álvaro Obregón","Ciudad de México"
"01090","La Otra Banda","Álvaro Obregón","Ciudad de México"
"01090","Loreto","Álvaro Obregón","Ciudad de México"
"01090","Tizapan","Álvaro Obregón","Ciudad de México"
"01100","Pólvora","Álvaro Obregón","Ciudad de México"
"01109","La Conchita","Álvaro Obregón","Ciudad de México"
"01110","Belém de las Flores","Álvaro Obregón","Ciudad de México"
"01110","El Capulín","Álvaro Obregón","Ciudad de México"
"01110","Ampliación El Capulín","Álvaro Obregón","Ciudad de México"
"01110","Liberales de 1857","Álvaro Obregón","Ciudad de México"
"01120","Acueducto","Álvaro Obregón","Ciudad de México"
"01120","Cove","Álvaro Obregón","Ciudad de México"
"01120","Hidalgo","Álvaro Obregón","Ciudad de México"
"01120","Las Américas","Álvaro Obregón","Ciudad de México"
"01125","Ampliación Acueducto","Álvaro Obregón","Ciudad de México"
"01130","Paraíso","Álvaro Obregón","Ciudad de México"
"01130","Molino de Santo Domingo","Álvaro Obregón","Ciudad de México"
"01130","Real del Monte","Álvaro Obregón","Ciudad de México"
"01139","Reacomodo Pino Suárez","Álvaro Obregón","Ciudad de México"
"01140","Bellavista","Álvaro Obregón","Ciudad de México"
"01140","José Maria Pino Suárez","Álvaro Obregón","Ciudad de México"
"01150","Cristo Rey","Álvaro Obregón","Ciudad de México"
"01150","Tolteca","Álvaro Obregón","Ciudad de México"
"01160","Bosque","Álvaro Obregón","Ciudad de México"
"01160","Isidro Fabela","Álvaro Obregón","Ciudad de México"
"01160","Maria G. de García Ruiz","Álvaro Obregón","Ciudad de México"
"01160","1a Victoria","Álvaro Obregón","Ciudad de México"
"01170","Abraham M. González","Álvaro Obregón","Ciudad de México"
"01180","Carola","Álvaro Obregón","Ciudad de México"
"01180","8 de Agosto","Álvaro Obregón","Ciudad de México"
"01180","San Pedro de los Pinos","Álvaro Obregón","Ciudad de México"
"01200","Arturo Martínez","Álvaro Obregón","Ciudad de México"
"01210","Santa Fe","Álvaro Obregón","Ciudad de México"
"01219","Lomas de Santa Fe","Álvaro Obregón","Ciudad de México"
"01220","La Estrella","Álvaro Obregón","Ciudad de México"
"01220","Bonanza","Álvaro Obregón","Ciudad de México"
"01220","Cuevitas","Álvaro Obregón","Ciudad de México"
"01220","El Cuernito","Álvaro Obregón","Ciudad de México"
"01220","Mártires de Tacubaya","Álvaro Obregón","Ciudad de México"
"01220","Zenón Delgado","Álvaro Obregón","Ciudad de México"
"01230","Campo de Tiro los Gamitos","Álvaro Obregón","Ciudad de México"
"01230","Los Gamitos","Álvaro Obregón","Ciudad de México"
"01230","Tlapechico","Álvaro Obregón","Ciudad de México"
"01230","El Piru Santa Fe","Álvaro Obregón","Ciudad de México"
"01230","El Piru 2a Ampliación","Álvaro Obregón","Ciudad de México"
"01239","La Huerta","Álvaro Obregón","Ciudad de México"
"01240","Pueblo Nuevo","Álvaro Obregón","Ciudad de México"
"01250","El Árbol","Álvaro Obregón","Ciudad de México"
"01250","Ladera","Álvaro Obregón","Ciudad de México"
"01250","Lomas de Nuevo México","Álvaro Obregón","Ciudad de México"
"01250","Margarita Maza de Juárez","Álvaro Obregón","Ciudad de México"
"01250","Tecolalco","Álvaro Obregón","Ciudad de México"
"01259","Ampliación La Cebada","Álvaro Obregón","Ciudad de México"
"01259","La Mexicana 2a Ampliación","Álvaro Obregón","Ciudad de México"
"01260","Calzada Jalalpa","Álvaro Obregón","Ciudad de México"
"01260","La Mexicana","Álvaro Obregón","Ciudad de México"
"01260","Ampliación La Mexicana","Álvaro Obregón","Ciudad de México"
"01260","La Palmita","Álvaro Obregón","Ciudad de México"
"01260","Liberación Proletaria","Álvaro Obregón","Ciudad de México"
"01269","1a Sección Cañada","Álvaro Obregón","Ciudad de México"
"01269","2a Sección Cañada","Álvaro Obregón","Ciudad de México"
"01270","El Tejocote","Álvaro Obregón","Ciudad de México"
"01270","La Presa","Álvaro Obregón","Ciudad de México"
"01270","Golondrinas","Álvaro Obregón","Ciudad de México"
"01270","Golondrinas 1a Sección","Álvaro Obregón","Ciudad de México"
"01270","Golondrinas 2a Sección","Álvaro Obregón","Ciudad de México"
"01270","Lomas de Capula","Álvaro Obregón","Ciudad de México"
"01275","Villa Solidaridad","Álvaro Obregón","Ciudad de México"
"01276","El Pirul","Álvaro Obregón","Ciudad de México"
"01278","Desarrollo Urbano","Álvaro Obregón","Ciudad de México"
"01279","Lomas de Becerra","Álvaro Obregón","Ciudad de México"
"01280","Arvide","Álvaro Obregón","Ciudad de México"
"01280","El Pocito","Álvaro Obregón","Ciudad de México"
"01280","Francisco Villa","Álvaro Obregón","Ciudad de México"
"01280","La Joya","Álvaro Obregón","Ciudad de México"
"01285","El Rodeo","Álvaro Obregón","Ciudad de México"
"01289","Reacomodo El Cuernito","Álvaro Obregón","Ciudad de México"
"01290","Piloto Adolfo López Mateos","Álvaro Obregón","Ciudad de México"
"01290","Presidentes","Álvaro Obregón","Ciudad de México"
"01296","Jalalpa Tepito 2a Ampliación","Álvaro Obregón","Ciudad de México"
"01296","Ampliación Jalalpa","Álvaro Obregón","Ciudad de México"
"01296","Jalalpa Tepito","Álvaro Obregón","Ciudad de México"
"01298","Ampliación Piloto Adolfo López Mateos","Álvaro Obregón","Ciudad de México"
"01299","1a Ampliación Presidentes","Álvaro Obregón","Ciudad de México"
"01299","2a Ampliación Presidentes","Álvaro Obregón","Ciudad de México"
"01310","San Gabriel","Álvaro Obregón","Ciudad de México"
"01320","Carlos A. Madrazo","Álvaro Obregón","Ciudad de México"
"01330","Paseo de las Lomas","Álvaro Obregón","Ciudad de México"
"01340","Bejero del Pueblo Santa Fe","Álvaro Obregón","Ciudad de México"
"01376","Santa Fe","Álvaro Obregón","Ciudad de México"
"01376","Santa Fe Peña Blanca","Álvaro Obregón","Ciudad de México"
"01376","Santa Fe La Loma","Álvaro Obregón","Ciudad de México"
"01376","Santa Fe Centro Ciudad","Álvaro Obregón","Ciudad de México"
"01377","Jalalpa El Grande","Álvaro Obregón","Ciudad de México"
"01389","Santa Fe Tlayapaca","Álvaro Obregón","Ciudad de México"
"01400","Olivar del Conde 1a Sección","Álvaro Obregón","Ciudad de México"
"01400","Preconcreto","Álvaro Obregón","Ciudad de México"
"01407","Galeana","Álvaro Obregón","Ciudad de México"
"01408","Olivar del Conde 2a Sección","Álvaro Obregón","Ciudad de México"
"01410","Barrio Norte","Álvaro Obregón","Ciudad de México"
"01410","Palmas","Álvaro Obregón","Ciudad de México"
"01419","Minas Cristo Rey","Álvaro Obregón","Ciudad de México"
"01420","Sacramento","Álvaro Obregón","Ciudad de México"
"01420","Santa María Nonoalco","Álvaro Obregón","Ciudad de México"
"01430","Colina del Sur","Álvaro Obregón","Ciudad de México"
"01450","Hogar y Redención","Álvaro Obregón","Ciudad de México"
"01460","Alfonso XIII","Álvaro Obregón","Ciudad de México"
"01470","Alfalfar","Álvaro Obregón","Ciudad de México"
"01470","Molino de Rosas","Álvaro Obregón","Ciudad de México"
"01480","Lomas de Plateros","Álvaro Obregón","Ciudad de México"
"01490","La Cascada","Álvaro Obregón","Ciudad de México"
"01500","Santa Lucía","Álvaro Obregón","Ciudad de México"
"01500","Miguel Gaona Armenta","Álvaro Obregón","Ciudad de México"
"01509","Santa Lucía Chantepec","Álvaro Obregón","Ciudad de México"
"01510","Garcimarrero","Álvaro Obregón","Ciudad de México"
"01510","La Araña","Álvaro Obregón","Ciudad de México"
"01510","Los Cedros","Álvaro Obregón","Ciudad de México"
"01520","Ampliación Los Pirules","Álvaro Obregón","Ciudad de México"
"01520","Estado de Hidalgo","Álvaro Obregón","Ciudad de México"
"01520","Ampliación Estado de Hidalgo","Álvaro Obregón","Ciudad de México"
"01520","Piru Santa Lucía","Álvaro Obregón","Ciudad de México"
"01520","El Politoco","Álvaro Obregón","Ciudad de México"
"01530","Corpus Christy","Álvaro Obregón","Ciudad de México"
"01538","Tepopotla","Álvaro Obregón","Ciudad de México"
"01539","Acuilotla","Álvaro Obregón","Ciudad de México"
"01539","Cooperativa Unión Olivos","Álvaro Obregón","Ciudad de México"
"01540","Balcones de Cehuayo","Álvaro Obregón","Ciudad de México"
"01540","Cehuaya","Álvaro Obregón","Ciudad de México"
"01540","Llano Redondo","Álvaro Obregón","Ciudad de México"
"01540","Punta de Cehuaya","Álvaro Obregón","Ciudad de México"
"01548","Villa Progresista","Álvaro Obregón","Ciudad de México"
"01549","Dos Ríos del Pueblo Santa Lucía","Álvaro Obregón","Ciudad de México"
"01550","Tepeaca","Álvaro Obregón","Ciudad de México"
"01550","Ampliación Tepeaca","Álvaro Obregón","Ciudad de México"
"01550","Rinconada Las Cuevitas","Álvaro Obregón","Ciudad de México"
"01560","Ave Real","Álvaro Obregón","Ciudad de México"
"01560","Canutillo","Álvaro Obregón","Ciudad de México"
"01560","Canutillo 3a Sección","Álvaro Obregón","Ciudad de México"
"01560","Canutillo 2a Sección","Álvaro Obregón","Ciudad de México"
"01566","Hueytlale","Álvaro Obregón","Ciudad de México"
"01569","Reacomodo Valentín Gómez Farías","Álvaro Obregón","Ciudad de México"
"01588","Tarango","Álvaro Obregón","Ciudad de México"
"01590","El Rincón","Álvaro Obregón","Ciudad de México"
"01600","Merced Gómez","Álvaro Obregón","Ciudad de México"
"01610","Colinas de Tarango","Álvaro Obregón","Ciudad de México"
"01610","Profesor J. Arturo López Martínez","Álvaro Obregón","Ciudad de México"
"01618","Arcos Centenario","Álvaro Obregón","Ciudad de México"
"01618","Ex-Hacienda de Tarango","Álvaro Obregón","Ciudad de México"
"01619","La Martinica","Álvaro Obregón","Ciudad de México"
"01619","Rinconada de Tarango","Álvaro Obregón","Ciudad de México"
"01620","Lomas de Tarango","Álvaro Obregón","Ciudad de México"
"01630","Lomas de Puerta Grande","Álvaro Obregón","Ciudad de México"
"01630","Puerta Grande","Álvaro Obregón","Ciudad de México"
"01630","Los Juristas","Álvaro Obregón","Ciudad de México"
"01640","Herón Proal","Álvaro Obregón","Ciudad de México"
"01645","Ponciano Arriaga","Álvaro Obregón","Ciudad de México"
"01650","La Milagrosa","Álvaro Obregón","Ciudad de México"
"01650","Palmas Axotitla","Álvaro Obregón","Ciudad de México"
"01650","Tlacuitlapa","Álvaro Obregón","Ciudad de México"
"01650","Ampliación Tlacuitlapa","Álvaro Obregón","Ciudad de México"
"01650","2o Reacomodo Tlacuitlapa","Álvaro Obregón","Ciudad de México"
"01650","El Ruedo","Álvaro Obregón","Ciudad de México"
"01650","Santa Lucía Chantepec","Álvaro Obregón","Ciudad de México"
"01700","La Joyita del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01700","Ocotillos del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01700","San Agustín del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01700","2a Del Moral del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01700","Tecalcapa del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01700","Tetelpan","Álvaro Obregón","Ciudad de México"
"01708","El Encino del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01708","El Mirador del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01710","Las Águilas","Álvaro Obregón","Ciudad de México"
"01710","Ampliación Alpes","Álvaro Obregón","Ciudad de México"
"01720","Lomas de Guadalupe","Álvaro Obregón","Ciudad de México"
"01729","Alcantarilla","Álvaro Obregón","Ciudad de México"
"01730","Lomas de las Águilas","Álvaro Obregón","Ciudad de México"
"01730","Puente Colorado","Álvaro Obregón","Ciudad de México"
"01740","La Peñita del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01740","San Clemente Norte","Álvaro Obregón","Ciudad de México"
"01740","San Clemente Sur","Álvaro Obregón","Ciudad de México"
"01750","Las Águilas 1a Sección","Álvaro Obregón","Ciudad de México"
"01750","Las Águilas 2o Parque","Álvaro Obregón","Ciudad de México"
"01750","Las Águilas 3er. Parque","Álvaro Obregón","Ciudad de México"
"01759","Ampliación Las Águilas","Álvaro Obregón","Ciudad de México"
"01760","Atlamaya","Álvaro Obregón","Ciudad de México"
"01760","Flor de María","Álvaro Obregón","Ciudad de México"
"01760","La Herradura del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01770","La Angostura","Álvaro Obregón","Ciudad de México"
"01770","San José del Olivar","Álvaro Obregón","Ciudad de México"
"01780","Olivar de los Padres","Álvaro Obregón","Ciudad de México"
"01780","Tizampampano del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01789","Miguel Hidalgo","Álvaro Obregón","Ciudad de México"
"01790","Lomas de los Ángeles del Pueblo Tetelpan","Álvaro Obregón","Ciudad de México"
"01790","Lomas de San Ángel Inn","Álvaro Obregón","Ciudad de México"
"01800","San Bartolo Ameyalco","Álvaro Obregón","Ciudad de México"
"01807","Rancho San Francisco Pueblo San Bartolo Ameyalco","Álvaro Obregón","Ciudad de México"
"01810","Villa Verdún","Álvaro Obregón","Ciudad de México"
"01820","Lomas Axomiatla","Álvaro Obregón","Ciudad de México"
"01820","Ejido San Mateo","Álvaro Obregón","Ciudad de México"
"01830","Santa Rosa Xochiac","Álvaro Obregón","Ciudad de México"
"01840","Torres de Potrero","Álvaro Obregón","Ciudad de México"
"01849","Rincón de la Bolsa","Álvaro Obregón","Ciudad de México"
"01849","Rancho del Carmen del Pueblo San Bartolo Ameyalco","Álvaro Obregón","Ciudad de México"
"01857","Lomas de Chamontoya","Álvaro Obregón","Ciudad de México"
"01859","Tlacoyaque","Álvaro Obregón","Ciudad de México"
"01860","Lomas de La Era","Álvaro Obregón","Ciudad de México"
"01863","Lomas del Capulín","Álvaro Obregón","Ciudad de México"
"01870","Lomas de los Cedros","Álvaro Obregón","Ciudad de México"
"01900","Jardines del Pedregal","Álvaro Obregón","Ciudad de México"
"01904","San Jerónimo Aculco","Álvaro Obregón","Ciudad de México"
"02000","Centro de Azcapotzalco","Azcapotzalco","Ciudad de México"
"02010","Los Reyes","Azcapotzalco","Ciudad de México"
"02010","San Rafael","Azcapotzalco","Ciudad de México"
"02010","Nuevo Barrio San Rafael","Azcapotzalco","Ciudad de México"
"02020","San Marcos","Azcapotzalco","Ciudad de México"
"02020","Santo Tomás","Azcapotzalco","Ciudad de México"
"02040","Del Maestro","Azcapotzalco","Ciudad de México"
"02040","San Sebastián","Azcapotzalco","Ciudad de México"
"02050","Libertad","Azcapotzalco","Ciudad de México"
"02050","Santa María Malinalco","Azcapotzalco","Ciudad de México"
"02060","Sindicato Mexicano de Electricistas","Azcapotzalco","Ciudad de México"
"02060","Un Hogar Para Cada Trabajador","Azcapotzalco","Ciudad de México"
"02070","Del Recreo","Azcapotzalco","Ciudad de México"
"02070","Nextengo","Azcapotzalco","Ciudad de México"
"02080","Clavería","Azcapotzalco","Ciudad de México"
"02080","Sector Naval","Azcapotzalco","Ciudad de México"
"02090","San Álvaro","Azcapotzalco","Ciudad de México"
"02099","Ángel Zimbrón","Azcapotzalco","Ciudad de México"
"02100","El Rosario","Azcapotzalco","Ciudad de México"
"02120","San Martín Xochinahuac","Azcapotzalco","Ciudad de México"
"02128","Nueva El Rosario","Azcapotzalco","Ciudad de México"
"02129","Nueva España","Azcapotzalco","Ciudad de México"
"02130","Tierra Nueva","Azcapotzalco","Ciudad de México"
"02140","Santa Inés","Azcapotzalco","Ciudad de México"
"02150","Pasteros","Azcapotzalco","Ciudad de México"
"02160","Santo Domingo","Azcapotzalco","Ciudad de México"
"02200","Reynosa Tamaulipas","Azcapotzalco","Ciudad de México"
"02230","Santa Bárbara","Azcapotzalco","Ciudad de México"
"02240","San Andrés","Azcapotzalco","Ciudad de México"
"02240","San Andrés","Azcapotzalco","Ciudad de México"
"02250","Santa Catarina","Azcapotzalco","Ciudad de México"
"02300","Industrial Vallejo","Azcapotzalco","Ciudad de México"
"02310","Ferrería","Azcapotzalco","Ciudad de México"
"02320","San Andrés de las Salinas","Azcapotzalco","Ciudad de México"
"02330","Huautla de las Salinas","Azcapotzalco","Ciudad de México"
"02340","Santa Cruz de las Salinas","Azcapotzalco","Ciudad de México"
"02360","Las Salinas","Azcapotzalco","Ciudad de México"
"02400","San Juan Tlihuaca","Azcapotzalco","Ciudad de México"
"02410","Prados del Rosario","Azcapotzalco","Ciudad de México"
"02420","Ex-Hacienda El Rosario","Azcapotzalco","Ciudad de México"
"02440","Providencia","Azcapotzalco","Ciudad de México"
"02459","Tezozomoc","Azcapotzalco","Ciudad de México"
"02460","La Preciosa","Azcapotzalco","Ciudad de México"
"02470","Ampliación Petrolera","Azcapotzalco","Ciudad de México"
"02480","Petrolera","Azcapotzalco","Ciudad de México"
"02490","San Mateo","Azcapotzalco","Ciudad de México"
"02500","Unidad Cuitláhuac","Azcapotzalco","Ciudad de México"
"02519","El Jagüey","Azcapotzalco","Ciudad de México"
"02520","Estación Pantaco","Azcapotzalco","Ciudad de México"
"02530","Jardín Azpeitia","Azcapotzalco","Ciudad de México"
"02600","Pro-Hogar","Azcapotzalco","Ciudad de México"
"02630","Coltongo","Azcapotzalco","Ciudad de México"
"02630","Coltongo","Azcapotzalco","Ciudad de México"
"02640","Monte Alto","Azcapotzalco","Ciudad de México"
"02650","Trabajadores de Hierro","Azcapotzalco","Ciudad de México"
"02660","Euzkadi","Azcapotzalco","Ciudad de México"
"02670","Cosmopolita","Azcapotzalco","Ciudad de México"
"02680","Potrero del Llano","Azcapotzalco","Ciudad de México"
"02700","San Miguel Amantla","Azcapotzalco","Ciudad de México"
"02710","San Pedro Xalpa","Azcapotzalco","Ciudad de México"
"02719","Ampliación San Pedro Xalpa","Azcapotzalco","Ciudad de México"
"02720","San Antonio","Azcapotzalco","Ciudad de México"
"02720","San Bartolo Cahualtongo","Azcapotzalco","Ciudad de México"
"02730","San Francisco Tetecala","Azcapotzalco","Ciudad de México"
"02750","Santiago Ahuizotla","Azcapotzalco","Ciudad de México"
"02760","Industrial San Antonio","Azcapotzalco","Ciudad de México"
"02760","Santa Lucía","Azcapotzalco","Ciudad de México"
"02770","Santa Cruz Acayucan","Azcapotzalco","Ciudad de México"
"02780","Plenitud","Azcapotzalco","Ciudad de México"
"02790","Santa Apolonia","Azcapotzalco","Ciudad de México"
"02800","Nueva Santa María","Azcapotzalco","Ciudad de México"
"02810","Ignacio Allende","Azcapotzalco","Ciudad de México"
"02810","Victoria de las Democracias","Azcapotzalco","Ciudad de México"
"02830","San Bernabé","Azcapotzalco","Ciudad de México"
"02840","Obrero Popular","Azcapotzalco","Ciudad de México"
"02860","Tlatilco","Azcapotzalco","Ciudad de México"
"02870","San Salvador Xochimanca","Azcapotzalco","Ciudad de México"
"02900","Aguilera","Azcapotzalco","Ciudad de México"
"02910","Aldana","Azcapotzalco","Ciudad de México"
"02920","Ampliación Cosmopolita","Azcapotzalco","Ciudad de México"
"02930","Liberación","Azcapotzalco","Ciudad de México"
"02940","Porvenir","Azcapotzalco","Ciudad de México"
"02950","Del Gas","Azcapotzalco","Ciudad de México"
"02960","San Francisco Xocotitla","Azcapotzalco","Ciudad de México"
"02970","Ampliación Del Gas","Azcapotzalco","Ciudad de México"
"02980","Arenal","Azcapotzalco","Ciudad de México"
"02980","Patrimonio Familiar","Azcapotzalco","Ciudad de México"
"02990","La Raza","Azcapotzalco","Ciudad de México"
"03000","Piedad Narvarte","Benito Juárez","Ciudad de México"
"03010","Atenor Salas","Benito Juárez","Ciudad de México"
"03020","Narvarte Poniente","Benito Juárez","Ciudad de México"
"03023","Narvarte Oriente","Benito Juárez","Ciudad de México"
"03100","Del Valle Centro","Benito Juárez","Ciudad de México"
"03100","Insurgentes San Borja","Benito Juárez","Ciudad de México"
"03103","Del Valle Norte","Benito Juárez","Ciudad de México"
"03104","Del Valle Sur","Benito Juárez","Ciudad de México"
"03200","Tlacoquemécatl","Benito Juárez","Ciudad de México"
"03230","Actipan","Benito Juárez","Ciudad de México"
"03240","Acacias","Benito Juárez","Ciudad de México"
"03300","Portales Sur","Benito Juárez","Ciudad de México"
"03303","Portales Norte","Benito Juárez","Ciudad de México"
"03310","Santa Cruz Atoyac","Benito Juárez","Ciudad de México"
"03320","Residencial Emperadores","Benito Juárez","Ciudad de México"
"03330","Xoco","Benito Juárez","Ciudad de México"
"03340","General Pedro María Anaya","Benito Juárez","Ciudad de México"
"03400","Álamos","Benito Juárez","Ciudad de México"
"03410","Postal","Benito Juárez","Ciudad de México"
"03420","Miguel Alemán","Benito Juárez","Ciudad de México"
"03430","Josefa Ortiz de Domínguez","Benito Juárez","Ciudad de México"
"03440","Niños Héroes","Benito Juárez","Ciudad de México"
"03500","Nativitas","Benito Juárez","Ciudad de México"
"03510","Moderna","Benito Juárez","Ciudad de México"
"03520","Iztaccihuatl","Benito Juárez","Ciudad de México"
"03530","Villa de Cortés","Benito Juárez","Ciudad de México"
"03540","Del Carmen","Benito Juárez","Ciudad de México"
